dataset,method,variant,dimension,n,gap_leak_fraction_mean,gap_leak_fraction_sem,epi_gap_ratio_mean,epi_gap_ratio_sem,mean_std_epi_gap_in_mean,mean_std_epi_gap_in_sem,mean_std_epi_gap_out_mean,mean_std_epi_gap_out_sem,rmse_gap_in_mean,rmse_gap_in_sem,rmse_gap_out_mean,rmse_gap_out_sem,ll_gap_in_mean,ll_gap_in_sem,ll_gap_out_mean,ll_gap_out_sem,picp95_gap_in_mean,picp95_gap_in_sem,picp95_gap_out_mean,picp95_gap_out_sem,feature_n_distinct,n_train_full,n_removed
concrete,laplace,control,6,5,0.0,0.0,0.7374142951006297,0.04822757461021128,2.09141677919011,0.11862174026312315,2.8468538602808104,0.07674044957457755,4.411403386065099,0.3459259906655689,6.2391535748866875,0.5262175468628092,-3.027359402000944,0.141990521440374,-3.345814289692054,0.12625103586241823,0.898749816491752,0.021198227714106174,0.8321145287461077,0.019454583596041727,302,927,varies
concrete,laplace,control,7,5,0.12017133979249114,0.0007187215842965448,1.042948811741033,0.0588380425088835,2.6877203764370434,0.08091491617392196,2.5986261655468086,0.1071008327304894,6.9951285657655955,0.9292467185417309,4.955793053251423,0.18046063231920004,-3.478632065701974,0.21083129868443012,-3.137520836931715,0.08996561166059233,0.7901966641409726,0.04530906275890209,0.8870001626562237,0.017282246992810717,14,927,varies
concrete,laplace,gap,0,20,0.00451948164740755,0.0004908606364231631,1.8717678873054688,0.039614525004635755,4.987889024199455,0.09824240368612423,2.674823944102923,0.04826997444292034,8.09872304026873,0.2136066014232898,5.232307618436449,0.18938513768286197,-3.5013943307923485,0.0488089324741009,-3.1310473082449644,0.07048302331094387,0.870869295850764,0.01160286487780586,0.8986552085204238,0.008037882656159005,278,927,varies
concrete,laplace,gap,1,20,0.5082749001602845,0.00120428811097486,1.9207351111067372,0.07317548669242914,5.090464873608658,0.19988204193523998,2.6616275779779333,0.060701774456338176,10.3628001218466,0.5261529787941069,5.618865804890325,0.22763287307889665,-3.6827640103029724,0.07055213875897078,-3.185236781238145,0.10259151928651991,0.8295508940207081,0.017182286131284318,0.8790816850475471,0.011501916995703592,185,927,varies
concrete,laplace,gap,2,20,0.5105234721472128,0.001486215697905229,1.3955193892825277,0.041548315133135255,3.731334574881406,0.11822373770848987,2.681137710924245,0.05534917719360697,7.742497925029075,0.5001940898963471,5.292226366044161,0.2558567055316019,-3.578520826474859,0.10003792002990053,-3.076031423777202,0.08874543458946979,0.821490776446303,0.02144279680258227,0.884253190358631,0.010355907723147222,156,927,varies
concrete,laplace,gap,3,20,0.13277592887440834,0.000637099715852738,1.990940507085276,0.03397356848073181,5.551082532994724,0.09225379522204796,2.793954793193518,0.04054063264208676,8.420611156558953,0.35847213677576156,5.007200409329171,0.1924899082052871,-3.466670573510195,0.05120597294989029,-3.007692461910711,0.05554888669249203,0.8746724114540655,0.014409123704697975,0.9237808349622098,0.007472140631635476,195,927,varies
concrete,laplace,gap,4,20,0.5133576399276,0.0015615839941988032,2.5969333983336345,0.07338476843347906,6.660020526805381,0.18063921350203005,2.57391320658823,0.04631740021544924,10.746585015241354,0.3069945958138688,4.828586299843058,0.1922654300884687,-3.7620239629120746,0.06472665424338048,-3.0017013203450484,0.0701220197891921,0.8546919836660912,0.018017143548366046,0.9048438411309785,0.009075938124656699,111,927,varies
concrete,laplace,gap,5,20,0.010358925186482066,0.00024704261212201063,2.3729193338421655,0.0582387516304759,5.391782780124167,0.13525217644754597,2.2812217686120917,0.04886982328830247,10.44790252439472,0.4153200858365816,4.997422352932888,0.2373157516611449,-4.3237865902728725,0.10775627467795452,-3.016476926853095,0.06804134290433773,0.7437807557754225,0.019609548691080624,0.8836742000336402,0.00853435347902535,284,927,varies
concrete,laplace,gap,6,20,0.0,0.0,2.036520134953918,0.04737644307824402,5.1534613188095975,0.15890253832116252,2.5352153208050576,0.0624929705061002,8.991455186555353,0.4400985292537334,5.017514158359601,0.19091624024049214,-3.64394817722859,0.09656750951955755,-2.9910229286941696,0.04418333685800941,0.8488192637500745,0.01838559172870523,0.8960069794907103,0.009922674035264473,302,927,varies
concrete,laplace,gap,7,20,0.12012879113408723,0.0008243874471936628,1.745787797867934,0.049956652661586595,4.693290167387755,0.15277901983273204,2.6936182888778992,0.05757366013276129,8.027859363548469,0.4643281832610074,5.253212421206348,0.16256422743168172,-3.363367652140333,0.066289606769395,-3.0934397589511677,0.0629799267373157,0.887164232668334,0.013940769841822137,0.8964691527040071,0.009314098167818613,14,927,varies
concrete,ensemble,control,0,5,0.00516809037619188,0.0006025903038434478,0.8151991065034402,0.03322993783855625,1.975705075599216,0.11294357553838155,2.4358564363543715,0.15212618510793424,4.36623620712032,0.3449608602787023,5.368412369783824,0.46264107175484354,-2.9260367178107645,0.17317611593789078,-3.3089744231485,0.18658434006661007,0.8795688545688545,0.0378663960815354,0.8711422738682876,0.022465315336105157,278,927,varies
concrete,ensemble,control,1,5,0.506303903658065,0.0012018961030011972,0.9350529697184387,0.07169302163407013,2.164115703174079,0.1736818029169905,2.336784962031178,0.16162883869689834,4.994567737843822,0.3460977062173314,5.100242525027655,0.3377893889526397,-3.23338019813587,0.15703708863183347,-3.1400087655195223,0.10981022839238684,0.865710376666259,0.026611517544510417,0.8779856124007992,0.009591299247931697,185,927,varies
concrete,ensemble,control,2,5,0.5080688629176369,0.0013707665837412726,0.8995619727036701,0.07316332793716636,2.103248446150151,0.17024234407259603,2.3610138196218857,0.15693520244497472,5.089389099039368,0.5269320622186601,5.041260180006132,0.3356394991144115,-3.363698310338291,0.2142335673561347,-3.0911176467957135,0.10235766664286627,0.8473232323232324,0.03489252085228876,0.886841980573324,0.010602076338549054,156,927,varies
concrete,ensemble,control,3,5,0.13278306566380424,0.0009419821913888159,0.8738182863980747,0.06803730649251646,2.082128365909546,0.19656575064287216,2.379476619435915,0.11460609533013505,5.059918523120893,0.6348995578908625,5.146212930388062,0.2296334928258915,-3.1729983819626577,0.20436092049548593,-3.207021087998277,0.06267496737857206,0.8784203752624805,0.0258874212934172,0.8685838948070185,0.010966955271482972,195,927,varies
concrete,ensemble,control,4,5,0.5107623978100211,0.003277456484235235,1.0102485569782726,0.09396585756430648,2.2883221267329685,0.2457315916604508,2.266903010499962,0.11097996322342638,5.448289150871468,0.5411006842143316,4.816232268586061,0.3674383101716018,-3.3647020055655177,0.2199922732338375,-3.077379668566457,0.117169976027398,0.8718881506090808,0.031716341052390046,0.8742593753919478,0.027413043542349327,111,927,varies
concrete,ensemble,control,5,5,0.010669275402795681,0.00039569818649222937,0.7526475925949969,0.03814186190365376,1.856882683202508,0.07754076726930612,2.4973163408267474,0.1757383599044798,5.074039280395661,0.26802590863081704,5.102999442756291,0.4321699655751922,-3.214840235661538,0.13314964903020812,-3.1766299714679866,0.1612945913542295,0.8264451951951951,0.021231567712502862,0.8975277262853467,0.01636953952166746,284,927,varies
concrete,ensemble,control,6,5,0.0,0.0,0.7948443907016143,0.07218528640766836,1.9320383652540527,0.2282361619084078,2.413347668062573,0.12029265116730942,4.048756815598801,0.5097961025368917,5.420145966600677,0.2709728523751929,-2.9180666519366723,0.18498056514535227,-3.278787914978654,0.09073577645218316,0.9254059560511173,0.01566657196210228,0.8543281689071163,0.01810215881920762,302,927,varies
concrete,ensemble,control,7,5,0.12017133979249114,0.0007187215842965448,1.1075512125757703,0.07644848627400716,2.4315837908349076,0.2011875784562803,2.1980105761720763,0.12489057483229393,5.946907760759539,0.500046070761961,4.50834123646356,0.2561482476054145,-3.3597279399812323,0.17428730634075001,-3.076440984463724,0.1008313597223466,0.8527895076839386,0.021303638999224987,0.8870037740682857,0.017898901125079268,14,927,varies
concrete,ensemble,gap,0,20,0.00451948164740755,0.0004908606364231631,2.3188426392376775,0.061366950236510585,4.693482515845168,0.1215303129275259,2.032030323744047,0.04043778809489678,6.955293266636231,0.2353500940000995,4.888319197986128,0.20659989936407944,-3.465538276633937,0.0728370109097077,-3.0381461808215864,0.07545204731967999,0.8644617394264525,0.012949763012581293,0.8940945698836981,0.008792901962450347,278,927,varies
concrete,ensemble,gap,1,20,0.5082749001602845,0.00120428811097486,2.0188065342523513,0.07335502497029738,4.204895254101983,0.14671974967435233,2.100628899474264,0.058292011305322855,8.564407296153473,0.37060983347743653,4.923768827874414,0.17579603449249362,-3.753344885245055,0.12955195379763487,-3.069644587155122,0.0836358560872652,0.830394629650628,0.011955499444262286,0.8886363535000804,0.009804139828291836,185,927,varies
concrete,ensemble,gap,2,20,0.5105234721472128,0.001486215697905229,1.6045673645481284,0.07110700774426718,3.4350092135798342,0.12478890094919533,2.1678388275279543,0.06275022825370909,6.8765159795005175,0.3431832179386584,4.919714964365399,0.24736442970137504,-3.5807376217268563,0.11512697326752225,-3.0669015819363947,0.10281412223437567,0.8458142111551741,0.009927586052010518,0.8849889902785566,0.011481255692174935,156,927,varies
concrete,ensemble,gap,3,20,0.13277592887440834,0.000637099715852738,2.25146381066055,0.0618983049017852,4.285924320909986,0.122990557401311,1.9123469482365816,0.044352763211473065,7.749483991421336,0.26263163131258466,4.688102527574666,0.17113665961039629,-3.5833578662695826,0.08821499397777272,-2.989000407335388,0.06775770166592884,0.8515216940982173,0.009456373794166825,0.9127950833212408,0.009909017485948584,195,927,varies
concrete,ensemble,gap,4,20,0.5133576399276,0.0015615839941988032,2.671088597262516,0.07175467708284186,4.698594118876731,0.11669026135294508,1.7685152984657324,0.038879249646091914,9.318117473387863,0.2579048075257825,4.6973724704201825,0.21424051127780305,-3.9639329612333754,0.11850730922689025,-2.987839500175292,0.0638678594791025,0.8047281336942651,0.016836967944042346,0.8965519488907349,0.01008927912330368,111,927,varies
concrete,ensemble,gap,5,20,0.010358925186482066,0.00024704261212201063,2.7925163053910924,0.1073715018548226,5.171587761076126,0.12988649035202746,1.8812540253263226,0.05525250035284246,9.115068977122577,0.2720523100144411,4.348519266953273,0.17050508719183258,-4.2920192545224625,0.13260913079776432,-2.902197842485994,0.058720588829888454,0.7747962461581266,0.017395508144656333,0.8860017041978031,0.009566673462240329,284,927,varies
concrete,ensemble,gap,6,20,0.0,0.0,2.4435736887470023,0.0871599593734053,4.6849720803247745,0.13367090677845062,1.932201217191525,0.04243158274146879,8.236391993968502,0.27785327126966597,4.748457650837027,0.200484123857646,-3.598002191291522,0.06494180137366179,-2.9976283992145416,0.06036066088500397,0.8391182941556252,0.017038158251037255,0.8920011966068493,0.007929486466627646,302,927,varies
concrete,ensemble,gap,7,20,0.12012879113408723,0.0008243874471936628,1.857774248011514,0.06400349998107151,3.422831419092983,0.08697074892302654,1.8639139663158322,0.04876927593886674,7.271294604786607,0.3861518476140855,4.721134176279655,0.14348854636286218,-3.46399790259755,0.0850091579249851,-3.0395324261971477,0.06521995658490931,0.8358232468451103,0.01847808061367962,0.8911921216764542,0.01013613266037002,14,927,varies
concrete,bbb,control,0,5,0.00516809037619188,0.0006025903038434478,0.931842700165985,0.01308190450828857,2.358337999556759,0.07899956164314499,2.5371794569579977,0.11817437034208174,5.413514811682615,0.44025478556930087,5.767481499278696,0.2107677115611418,-3.1247044706177816,0.09610268620775245,-3.1839324752902165,0.04607294470846808,0.9101329901329901,0.02763522868277671,0.926890121959308,0.014762933024905238,278,927,varies
concrete,bbb,control,1,5,0.506303903658065,0.0012018961030011972,1.0109881957854556,0.01626072397761398,2.493216683081929,0.08696319028449108,2.471717615367661,0.1123844060204259,5.548811093492034,0.17329775918815993,5.744202908862649,0.26917226746561057,-3.140563035555207,0.03893668155937209,-3.181249469587711,0.05888289099360108,0.9330975602299132,0.013995603066035582,0.9132825941154172,0.016340471805567226,185,927,varies
concrete,bbb,control,2,5,0.5080688629176369,0.0013707665837412726,0.9790399021209589,0.005217469164293698,2.4440657144420728,0.11010686146969652,2.4947326575084436,0.10215272580634775,5.910991095754185,0.2408656283965607,5.5425060329193485,0.20533566932942315,-3.2116389452319787,0.05357505316040536,-3.140468037514985,0.04212885044743639,0.8997474747474747,0.012303967388969536,0.9312295664534471,0.011662192613215638,156,927,varies
concrete,bbb,control,3,5,0.13278306566380424,0.0009419821913888159,0.9433099081178987,0.019268080317002625,2.3822071345290303,0.09676454466400211,2.527783938024289,0.10689555601285036,5.578222700724602,0.4522626576714856,5.76022674730209,0.3514298689362346,-3.1598656589362952,0.104561891457985,-3.188971595880344,0.07974460242200412,0.9345860145860145,0.02372478029799724,0.9084775292320932,0.020605672938372236,195,927,varies
concrete,bbb,control,4,5,0.5107623978100211,0.003277456484235235,0.9653823640183022,0.011618839122832417,2.421213649917172,0.10412393811458034,2.508420416204445,0.10640833412354489,5.8841395900910305,0.14545369337571323,5.5567340555382305,0.2340299484610665,-3.2144372478833696,0.03187313230078607,-3.1384506672218135,0.049216466979751,0.8975544481358435,0.015909534810298376,0.9321185389578716,0.017664830369668455,111,927,varies
concrete,bbb,control,5,5,0.010669275402795681,0.00039569818649222937,0.9405844974614885,0.00868916937316993,2.376332904336218,0.09616279150030141,2.527829801413856,0.10887660173326157,5.156710447679902,0.3074028550183804,5.917986098924341,0.29868375842701544,-3.0614153462937423,0.0652700188216796,-3.223141918697702,0.0682363992884513,0.9286223723723724,0.023762358304568958,0.9145068511475912,0.012727256939028663,284,927,varies
concrete,bbb,control,6,5,0.0,0.0,0.9412396756411127,0.017749049369288058,2.36384386594354,0.0804819110690642,2.5177066044943825,0.11493729906030273,4.7864884140500505,0.4163826483368745,5.973165378361529,0.1553967831263442,-2.9968334188183077,0.07762814418917863,-3.2303806188362194,0.035071433440950525,0.9538152409120151,0.015186615667191214,0.9081648059542797,0.009919730170455606,302,927,varies
concrete,bbb,control,7,5,0.12017133979249114,0.0007187215842965448,0.9659960313065836,0.007655937525334713,2.42110664290267,0.09857525614798769,2.5073911335209873,0.10698685375109353,6.599063366674278,0.4186159697715432,5.081174458681131,0.12942288012015699,-3.3900168074292623,0.106527626021784,-3.041660204802032,0.026752141259527108,0.8703856297721047,0.0132776030973217,0.9498625095160232,0.01286984776944202,14,927,varies
concrete,bbb,gap,0,20,0.00451948164740755,0.0004908606364231631,0.9465748631652249,0.005857930860856271,2.205862562264529,0.045575521080770405,2.3312749062493743,0.04857324325231741,7.972834240841164,0.21101594012685354,5.313750358372228,0.18145147833241546,-3.844023924597489,0.06861345789139948,-3.1117299374675382,0.0402206857621038,0.7718670584559812,0.013384557837735319,0.9311562354756944,0.008872780996544656,278,927,varies
concrete,bbb,gap,1,20,0.5082749001602845,0.00120428811097486,1.0124656387790554,0.007653385978446675,2.237715924047433,0.03551593310925551,2.2108059926285692,0.0329567108578571,8.564743055031311,0.29906765065593205,5.861206188261116,0.17559690457751795,-4.145661394430214,0.12131695121704633,-3.243146169401502,0.045305395309233366,0.7642948062336608,0.015568939759900426,0.8939061765010473,0.0099904595417039,185,927,varies
concrete,bbb,gap,2,20,0.5105234721472128,0.001486215697905229,0.9980090433974919,0.0060077696048134776,2.166743932371956,0.04060118257172046,2.1698529585726667,0.0351499163076097,7.706783632468001,0.3404527093302434,5.753293590512899,0.21002591510805602,-3.900603134716291,0.13129013609664003,-3.2478375491264537,0.06284896248582132,0.7887025479132926,0.01655863813261457,0.9027679277286234,0.009492505809527462,156,927,varies
concrete,bbb,gap,3,20,0.13277592887440834,0.000637099715852738,0.9619156587523738,0.00898067766138512,2.2423429726143427,0.05166133981577794,2.331867239077895,0.05149845211315083,8.411447519883009,0.18398320119295072,5.342651130104192,0.13921070550011988,-3.992227627443478,0.0666826554837923,-3.107617808657659,0.03127076500221855,0.7760530519614114,0.016481821239753402,0.926050582957514,0.007672928687068412,195,927,varies
concrete,bbb,gap,4,20,0.5133576399276,0.0015615839941988032,0.9582508291295616,0.008373967260001277,2.198795645163659,0.04936255221739896,2.2963769571628063,0.05297102058305371,8.424403220823832,0.33917623880489955,5.106123416343907,0.18669372607648355,-4.129646682833707,0.13009669626840697,-3.077307364652468,0.04463534643223222,0.7644377363592783,0.021320834410273597,0.9365608280169827,0.006290430680543743,111,927,varies
concrete,bbb,gap,5,20,0.010358925186482066,0.00024704261212201063,0.9859493564018204,0.009320488245120379,2.093210574747497,0.04042330904330369,2.124675234937877,0.0411756258372313,8.902791622623484,0.38206035913306663,5.065503405436036,0.17531904429798473,-4.582512111782694,0.18218725251797402,-3.091693854099362,0.053327176231638386,0.6674945942836726,0.02060311119887918,0.9259797381233804,0.008150286454169446,284,927,varies
concrete,bbb,gap,6,20,0.0,0.0,0.9632618085954501,0.007519289159946893,2.014829580494376,0.03598614022116604,2.093221594029391,0.03827512038542016,8.048968168842443,0.29030376277695025,5.239800518056212,0.15088751241883944,-4.130440007195408,0.12760509147911273,-3.1165804722046877,0.04138469343864584,0.7523983426285388,0.019307439954526398,0.915403072000028,0.007124229210073171,302,927,varies
concrete,bbb,gap,7,20,0.12012879113408723,0.0008243874471936628,0.972424669095972,0.007508635737521152,2.212282753821414,0.04828695407025496,2.274798814046531,0.04564803400180878,7.52949332174816,0.2862543731086397,5.099577629991214,0.15354956575642045,-3.7992758081612186,0.11093933727420775,-3.059829780080846,0.03641935419456567,0.8181642681316028,0.019200084285309303,0.9167038877983726,0.007096790246278752,14,927,varies
concrete,gp,control,0,5,0.00516809037619188,0.0006025903038434478,0.7833588777378502,0.015079165804055081,2.3803663906427195,0.10431663869139483,3.0389807970503506,0.12233522739024996,5.441524910773145,0.3560109928476101,6.159048906714221,0.3747105882950436,-3.056471813055046,0.03677056337025583,-3.238016914613214,0.06045906107136445,0.9255099742599743,0.00739743612635743,0.9268110753006077,0.015863419893683138,278,927,varies
concrete,gp,control,1,5,0.506303903658065,0.0012018961030011972,0.936835623829217,0.0671104766047941,2.673229176854741,0.07847364662252379,2.9035115458257876,0.18277194879991737,5.410841969236424,0.19051887624360286,6.24955355304819,0.21339740594412016,-3.1272350811869196,0.04688014708295088,-3.2036961235939048,0.03136060411721573,0.9259066589213647,0.01754982901397466,0.9281076003672453,0.012036484769237481,185,927,varies
concrete,gp,control,2,5,0.5080688629176369,0.0013707665837412726,0.8724616637211066,0.0272267222601836,2.5589849430776264,0.05996766917350351,2.9498655478587943,0.14276179585599613,6.299079300835872,0.3065825937245048,5.749948185589175,0.32038773579556223,-3.253224766566581,0.052102454759000105,-3.1370325769449283,0.03635439834596507,0.8882323232323233,0.024481616698407354,0.9462781331438048,0.010088870366031498,156,927,varies
concrete,gp,control,3,5,0.13278306566380424,0.0009419821913888159,0.820571668352516,0.050428689570837466,2.46489255145658,0.16560699139076634,3.007563860000984,0.10251071305133164,5.67020703911799,0.7256949124564208,6.140773896541505,0.17307874266318293,-3.113378329744756,0.11232397990541368,-3.22620090562134,0.03565975052492737,0.9361403508771928,0.02291039393403406,0.9190466436876173,0.015295706070280645,195,927,varies
concrete,gp,control,4,5,0.5107623978100211,0.003277456484235235,0.8961835761061445,0.046285193644209105,2.614591072174903,0.1394069888808409,2.930196470215777,0.13102868533929024,5.876088991635361,0.3838597043235286,5.997728514809637,0.2936082990281795,-3.139351223706825,0.07804206727273266,-3.2022671856285827,0.04159738116684296,0.9363805832410483,0.01894514053537508,0.9202090388394163,0.012829196848552639,111,927,varies
concrete,gp,control,5,5,0.010669275402795681,0.00039569818649222937,0.7543710985325993,0.0339082684885889,2.3071219672617036,0.08718430217372505,3.0763550204033336,0.14784800367408676,5.673330222934402,0.21926352290345225,6.12790158010987,0.27210421914376914,-3.163505327537453,0.048501662112447344,-3.1899336013960324,0.05316452140056745,0.919894894894895,0.01331493681278152,0.9293997362738166,0.01608358270320165,284,927,varies
concrete,gp,control,6,5,0.0,0.0,0.6963732570729522,0.04209596935208302,2.1374480378697043,0.1388809087492202,3.0795773990365265,0.13390950821897474,5.155728237135896,0.35631352995188553,6.258739435026284,0.15063966982253865,-3.062591065055353,0.07506081932223901,-3.2239873434840227,0.017562606725115337,0.9325131260615132,0.015856969275698594,0.9241825776562619,0.011149779395531674,302,927,varies
concrete,gp,control,7,5,0.12017133979249114,0.0007187215842965448,0.9780126141093618,0.008452990397850248,2.7769770235104354,0.1235824978392817,2.8369437247923392,0.10984685944259788,6.800828377717345,0.42089291297562303,5.351883418072532,0.34518988937999323,-3.2903038979201233,0.0765699842784524,-3.1047007336509127,0.06109526347928985,0.9097840774416662,0.018265500764603915,0.9379296304152552,0.016638347561982333,14,927,varies
concrete,gp,gap,0,20,0.00451948164740755,0.0004908606364231631,1.5133438469481075,0.029351414906971723,4.09942826599043,0.07358335448325591,2.715051299968295,0.03567355766882345,5.854211349039354,0.17928353271727274,5.733179794671992,0.16058535527519385,-3.1058728404708336,0.020735236140070435,-3.1459911814159325,0.024159282117363772,0.9720310909542722,0.007310347867597753,0.9360459927860711,0.0069635114535381935,278,927,varies
concrete,gp,gap,1,20,0.5082749001602845,0.00120428811097486,1.8211249893121053,0.06003815075606982,4.893327095760478,0.13100828287519908,2.70655957306679,0.05456692497179038,7.68621129632155,0.23515394887365385,5.993940710269557,0.16580594135127338,-3.334650621545022,0.029693458598209477,-3.157571894542968,0.030229176376209407,0.9141044468337425,0.008658992382002545,0.9123085471824821,0.0072661718483302004,185,927,varies
concrete,gp,gap,2,20,0.5105234721472128,0.001486215697905229,1.1832852074936882,0.030055374827563635,3.0064257629798314,0.06547781020200522,2.5534290692938897,0.04864210517311932,6.896939419451766,0.2390103202315195,5.632075922762678,0.22501902664431295,-3.356505490843098,0.04119255602790612,-3.092035386462382,0.03741788348925751,0.8831164499505343,0.010631795806728335,0.926755192651723,0.009718649238993536,156,927,varies
concrete,gp,gap,3,20,0.13277592887440834,0.000637099715852738,1.4494778511964816,0.03278612655902821,4.134966793056093,0.09958139177286689,2.8555948697277778,0.03902206189742074,6.508824686946726,0.22496542551911264,5.758956769152208,0.12074274237370065,-3.1824435632987496,0.02758194017426379,-3.146324066431402,0.023935482383211203,0.9507923294269502,0.008076726410935658,0.9390081519577477,0.006064436268574946,195,927,varies
concrete,gp,gap,4,20,0.5133576399276,0.0015615839941988032,2.0135285194128496,0.04394549666496995,5.28321545075727,0.11166939374839058,2.629823273441644,0.037739003616218736,7.5002600004799405,0.20109425239074308,5.798482700662086,0.17581626939565992,-3.2983711413767174,0.023504767937715595,-3.124467191928597,0.026391681363483542,0.9392208344431084,0.008853171069979713,0.9248860972141412,0.006928837629433951,111,927,varies
concrete,gp,gap,5,20,0.010358925186482066,0.00024704261212201063,1.791285912042757,0.04285031947863924,4.502020337003825,0.11125407020181054,2.5187048876314173,0.041684258624849,7.657041781692522,0.2745175558259355,5.322613717166214,0.16455167654155622,-3.4583806820046923,0.035206027049307316,-3.028943627032077,0.029290858765120945,0.894043675832922,0.009279158615355401,0.9395888298426872,0.007660938699573213,284,927,varies
concrete,gp,gap,6,20,0.0,0.0,1.3619771749706988,0.031013633101463753,3.5074700753602683,0.0784681978619436,2.579490902615542,0.03297457857533361,7.530177720378927,0.27566432282918885,5.747523155587504,0.13783156558614648,-3.4100184265720808,0.04807657965186097,-3.1151754245519605,0.02081611235833738,0.8695269054388494,0.015429709838472135,0.9305612403071972,0.005515497445472183,302,927,varies
concrete,gp,gap,7,20,0.12012879113408723,0.0008243874471936628,1.5734965691632483,0.05111284952511282,4.020285599390061,0.12639725436502225,2.56217040295581,0.03704885330244648,7.916535361733073,0.30245221011220613,5.2826982089280135,0.14545502715824488,-3.419714096934819,0.03167192570176546,-3.0599224112242354,0.02737519318718807,0.8876788090858658,0.011565063781801454,0.9520568779487013,0.0063370869781036645,14,927,varies
sin_gap,mcd,gap,0,3,0.0,0.0,0.663499143467127,0.00608876858348258,0.09192490968082877,0.0002850436614454717,0.13856628708746369,0.0011921287439005386,0.2380930967531676,0.027704344165692674,0.15634371183573648,0.004339307029771588,-0.014927551475326298,0.13165522089202986,0.27295343447114995,0.012730323607345908,0.9633333333333334,0.01763834207376392,0.9966666666666667,0.0022047927592204804,250,250,0
sin_gap,map,gap,0,3,0.0,0.0,,,0.0,0.0,0.0,0.0,0.10711326162171098,0.006974504144370874,0.10595202811665,0.002398028663649268,0.7958342516654099,0.07502790159674831,0.8234315919038045,0.022714931865126187,0.9333333333333332,0.026034165586355507,0.9525,0.008779711460710613,250,250,0
sin_gap,laplace,gap,0,3,0.0,0.0,5.122905843939635,0.30825354372190444,0.08835725765828394,0.0018964531768362368,0.017347855801227868,0.0008805243274827277,0.10711326162171098,0.006974504144370874,0.10595202811665,0.002398028663649268,0.7447172486766259,0.045535023834540424,0.8239655420124775,0.023694000758308534,0.9766666666666666,0.011666666666666678,0.9533333333333333,0.008333333333333342,250,250,0
sin_gap,ensemble,gap,0,3,0.0,0.0,1.7548784155345478,0.3436571361531201,0.0482505157943195,0.0013547301392624696,0.029424284228210303,0.004969715127836326,0.10915374871164163,0.008554131297942951,0.10280027638126522,0.000740995766003904,0.7705179479074915,0.0829222228256058,0.8460141052496782,0.00779175459575053,0.9533333333333333,0.022422706745122832,0.9608333333333333,0.008207381501496774,250,250,0
sin_gap,bbb,gap,0,3,0.0,0.0,1.2744456758349572,0.061259332811254785,0.169486763376949,0.011375100902256694,0.13287176146990876,0.004426810109032923,0.23848738378595535,0.04825647125332971,0.11527412621721238,0.0005659288449680353,-0.10054268494658092,0.18195837967234488,0.4551008352369417,0.03595756584967589,0.9316666666666666,0.04381146476031639,0.9991666666666666,0.0008333333333333156,250,250,0
sin_gap,gp,gap,0,3,0.0,0.0,2.454992389769613,0.19450042063626893,0.0373378645382572,0.002634990683893827,0.015239888302943367,0.00037326764700790194,0.10790425815107156,0.010135195725061798,0.10078113432334267,0.0014750667927964612,0.7969398664401485,0.0994502467692533,0.8731307500134564,0.014552167699402398,0.9433333333333334,0.024551533104427044,0.9508333333333333,0.006666666666666672,250,250,0
