dataset,dropout_p,seed,x,std_epi
sin_homo,0.05,0,0.4724724724724725,0.11501481228010016
sin_homo,0.05,0,0.4824824824824825,0.12098950391833518
sin_homo,0.05,0,0.4924924924924925,0.12753542452437747
sin_homo,0.05,0,0.5025025025025025,0.11178650878197324
sin_homo,0.05,0,0.5125125125125125,0.1400656077004274
sin_homo,0.05,0,0.5225225225225225,0.13758085808992948
sin_homo,0.05,0,0.5325325325325325,0.1264609542595325
sin_homo,0.05,0,0.5425425425425425,0.12547589768435974
sin_homo,0.05,0,0.5525525525525525,0.11870031150000789
sin_homo,0.05,0,0.5625625625625625,0.12792540889687892
sin_homo,0.05,0,0.5725725725725725,0.13929054282677575
sin_homo,0.05,0,0.5825825825825826,0.12045838056214023
sin_homo,0.05,0,0.5925925925925926,0.1110952840884492
sin_homo,0.05,0,0.6026026026026026,0.11880087140907752
sin_homo,0.05,0,0.6126126126126126,0.11403928220260993
sin_homo,0.05,0,0.6226226226226226,0.10016187262287347
sin_homo,0.05,0,0.6326326326326326,0.10576091430019356
sin_homo,0.05,0,0.6426426426426426,0.12279429673873751
sin_homo,0.05,0,0.6526526526526526,0.12863725902054218
sin_homo,0.05,0,0.6626626626626626,0.13050471850435236
sin_homo,0.05,0,0.6726726726726726,0.12663013691879868
sin_homo,0.05,0,0.6826826826826826,0.12421851403271826
sin_homo,0.05,0,0.6926926926926926,0.12931980807976523
sin_homo,0.05,0,0.7027027027027026,0.097745039718471
sin_homo,0.05,0,0.7127127127127126,0.10774769465084147
sin_homo,0.05,0,0.7227227227227226,0.12294122718049184
sin_homo,0.05,0,0.7327327327327327,0.11805130811089774
sin_homo,0.05,0,0.7427427427427427,0.09766899434676367
sin_homo,0.05,0,0.7527527527527527,0.09081865662686094
sin_homo,0.05,0,0.7627627627627627,0.10345893880990646
sin_homo,0.05,0,0.7727727727727727,0.12175972976575723
sin_homo,0.05,0,0.7827827827827827,0.11432144186128292
sin_homo,0.05,0,0.7927927927927927,0.10390265449823043
sin_homo,0.05,0,0.8028028028028027,0.12133713639919913
sin_homo,0.05,0,0.8128128128128127,0.12302430276060013
sin_homo,0.05,0,0.8228228228228227,0.1203979204465311
sin_homo,0.05,0,0.8328328328328327,0.11868340938549513
sin_homo,0.05,0,0.8428428428428427,0.11751384006723158
sin_homo,0.05,0,0.8528528528528527,0.09926709017900817
sin_homo,0.05,0,0.8628628628628627,0.12193733749148489
sin_homo,0.05,0,0.8728728728728727,0.11235504331292456
sin_homo,0.05,0,0.8828828828828827,0.11938714110989952
sin_homo,0.05,0,0.8928928928928928,0.14329085715438564
sin_homo,0.05,0,0.9029029029029028,0.1211892533775777
sin_homo,0.05,0,0.9129129129129128,0.1375677000281922
sin_homo,0.05,0,0.9229229229229228,0.13298245264619263
sin_homo,0.05,0,0.9329329329329328,0.12045487120248204
sin_homo,0.05,0,0.9429429429429428,0.11614503538949797
sin_homo,0.05,0,0.9529529529529528,0.12772074337457784
sin_homo,0.05,0,0.9629629629629628,0.10285719023826699
sin_homo,0.05,0,0.9729729729729728,0.11338870151139817
